state,nodal_district,implementing_district,house_name,member_type,mp_name,sanction_amount,date_of_administrative_approval,work_name,unique_work_number,implementing_agency_name,work_status,date_of_receipt_of_work_proposal_from_mp,unit
Telangana,Nirmal,Nirmal,Lok Sabha,MP,MP_Telangana_09,727435.76,19-08-2022,Drinking Water Facility,TS-MPLADS-0286,Municipal Administration,In Progress,01-07-2022,Number
Telangana,Nizamabad,Nizamabad,Lok Sabha,MP,MP_Telangana_02,1233638.1,23-04-2025,School Building Repair,TS-MPLADS-0287,Local Body,Completed,27-02-2025,Number
Telangana,Peddapalli,Peddapalli,Lok Sabha,MP,MP_Telangana_07,565998.95,19-11-2021,Drinking Water Facility,TS-MPLADS-0288,Education Department,Completed,18-09-2021,Number
Telangana,Rajanna Sircilla,Rajanna Sircilla,Lok Sabha,MP,MP_Telangana_06,1104929.22,25-01-2021,School Building Repair,TS-MPLADS-0289,Rural Development Agency,Completed,01-01-2021,Number
Telangana,Rangareddy,Rangareddy,Lok Sabha,MP,MP_Telangana_10,772904.6,29-05-2024,Drinking Water Facility,TS-MPLADS-0290,Rural Development Agency,Completed,14-01-2024,Number
Telangana,Sangareddy,Sangareddy,Lok Sabha,MP,MP_Telangana_10,638425.27,27-02-2025,Road Improvement,TS-MPLADS-0291,Public Works Department,Under Execution,03-01-2025,Km
Telangana,Siddipet,Siddipet,Lok Sabha,MP,MP_Telangana_05,1098867.98,27-08-2021,Road Improvement,TS-MPLADS-0292,Education Department,In Progress,07-06-2021,Km
Telangana,Suryapet,Suryapet,Lok Sabha,MP,MP_Telangana_07,801063.66,15-08-2024,Drinking Water Facility,TS-MPLADS-0293,Health Department,In Progress,02-07-2024,Number
Telangana,Vikarabad,Vikarabad,Lok Sabha,MP,MP_Telangana_03,661494.68,06-12-2022,Drinking Water Facility,TS-MPLADS-0294,Health Department,Under Execution,18-09-2022,Number
Telangana,Wanaparthy,Wanaparthy,Lok Sabha,MP,MP_Telangana_02,1311247.58,08-12-2021,Health Centre Improvement,TS-MPLADS-0295,Municipal Administration,Completed,22-07-2021,Number
Telangana,Warangal,Warangal,Lok Sabha,MP,MP_Telangana_05,980448.86,20-11-2024,Road Improvement,TS-MPLADS-0296,Water Supply Department,Completed,31-10-2024,Km
Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Lok Sabha,MP,MP_Telangana_06,1559210.65,26-02-2024,Health Centre Improvement,TS-MPLADS-0297,Municipal Administration,Under Execution,17-01-2024,Number
Telangana,Adilabad,Adilabad,Lok Sabha,MP,MP_Telangana_11,913269.42,05-01-2026,Health Centre Improvement,TS-MPLADS-0298,Education Department,Completed,17-07-2025,Number
Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem,Lok Sabha,MP,MP_Telangana_04,354024.34,09-07-2024,Street Lighting,TS-MPLADS-0299,Rural Development Agency,Sanctioned,21-01-2024,Number
Telangana,Hanamkonda,Hanamkonda,Lok Sabha,MP,MP_Telangana_10,1315128.97,09-10-2023,Bus Shelter,TS-MPLADS-0300,Public Works Department,Completed,26-07-2023,Number
Telangana,Hyderabad,Hyderabad,Lok Sabha,MP,MP_Telangana_08,461530.95,10-09-2021,Drainage Improvement,TS-MPLADS-0301,Education Department,In Progress,26-03-2021,Meter
Telangana,Jagtial,Jagtial,Lok Sabha,MP,MP_Telangana_10,685401.49,04-02-2023,School Building Repair,TS-MPLADS-0302,District Panchayat,Sanctioned,13-12-2022,Number
Telangana,Jangaon,Jangaon,Lok Sabha,MP,MP_Telangana_04,2893323.72,05-03-2023,Community Hall,TS-MPLADS-0303,Municipal Administration,In Progress,18-10-2022,Number
Telangana,Jayashankar Bhupalpally,Jayashankar Bhupalpally,Lok Sabha,MP,MP_Telangana_09,748768.55,13-12-2023,Street Lighting,TS-MPLADS-0304,District Panchayat,Completed,17-08-2023,Number
Telangana,Jogulamba Gadwal,Jogulamba Gadwal,Lok Sabha,MP,MP_Telangana_11,795489.5,17-04-2022,Road Improvement,TS-MPLADS-0305,Water Supply Department,Completed,27-12-2021,Km
Telangana,Kamareddy,Kamareddy,Lok Sabha,MP,MP_Telangana_06,1422802.86,20-03-2025,Library Building,TS-MPLADS-0306,Water Supply Department,Under Execution,22-02-2025,Number
Telangana,Karimnagar,Karimnagar,Lok Sabha,MP,MP_Telangana_03,1191656.06,18-06-2021,Street Lighting,TS-MPLADS-0307,Public Works Department,Completed,12-04-2021,Number
Telangana,Khammam,Khammam,Lok Sabha,MP,MP_Telangana_03,552367.38,15-03-2024,Drinking Water Facility,TS-MPLADS-0308,Public Works Department,Completed,01-03-2024,Number
Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad,Lok Sabha,MP,MP_Telangana_03,16883925.8,28-03-2023,Community Hall,TS-MPLADS-0309,Health Department,Under Execution,20-12-2022,Number
Telangana,Mahabubabad,Mahabubabad,Lok Sabha,MP,MP_Telangana_05,1837603.66,05-09-2022,Community Hall,TS-MPLADS-0310,Education Department,In Progress,29-06-2022,Number
Telangana,Mahabubnagar,Mahabubnagar,Lok Sabha,MP,MP_Telangana_08,674137.85,10-09-2022,Drinking Water Facility,TS-MPLADS-0311,Water Supply Department,Under Execution,27-03-2022,Number
Telangana,Mancherial,Mancherial,Lok Sabha,MP,MP_Telangana_02,432151.87,05-09-2025,Road Improvement,TS-MPLADS-0312,Rural Development Agency,Completed,30-04-2025,Km
Telangana,Medak,Medak,Lok Sabha,MP,MP_Telangana_02,954000.45,07-02-2024,Street Lighting,TS-MPLADS-0313,Local Body,Under Execution,20-11-2023,Number
Telangana,Medchal-Malkajgiri,Medchal-Malkajgiri,Lok Sabha,MP,MP_Telangana_07,3287693.72,01-03-2025,Community Hall,TS-MPLADS-0314,Public Works Department,Completed,25-10-2024,Number
Telangana,Mulugu,Mulugu,Lok Sabha,MP,MP_Telangana_04,980684.0,04-12-2022,School Building Repair,TS-MPLADS-0315,Rural Development Agency,Sanctioned,14-11-2022,Number
Telangana,Nagarkurnool,Nagarkurnool,Lok Sabha,MP,MP_Telangana_03,1012574.56,18-03-2025,Health Centre Improvement,TS-MPLADS-0316,District Panchayat,In Progress,02-10-2024,Number
Telangana,Nalgonda,Nalgonda,Lok Sabha,MP,MP_Telangana_12,927665.95,18-06-2023,Drainage Improvement,TS-MPLADS-0317,Water Supply Department,In Progress,20-04-2023,Meter
Telangana,Narayanpet,Narayanpet,Lok Sabha,MP,MP_Telangana_02,854715.19,20-12-2023,Bus Shelter,TS-MPLADS-0318,Municipal Administration,Completed,22-09-2023,Number
Telangana,Nirmal,Nirmal,Lok Sabha,MP,MP_Telangana_11,1056554.46,17-11-2021,Health Centre Improvement,TS-MPLADS-0319,Education Department,In Progress,25-06-2021,Number
Telangana,Nizamabad,Nizamabad,Lok Sabha,MP,MP_Telangana_06,512040.34,18-02-2023,Public Toilet,TS-MPLADS-0320,Public Works Department,Under Execution,26-11-2022,Number
Telangana,Peddapalli,Peddapalli,Lok Sabha,MP,MP_Telangana_05,579387.29,16-09-2025,Library Building,TS-MPLADS-0321,District Panchayat,In Progress,05-05-2025,Number
Telangana,Rajanna Sircilla,Rajanna Sircilla,Lok Sabha,MP,MP_Telangana_06,1667215.5,07-11-2023,Health Centre Improvement,TS-MPLADS-0322,District Panchayat,Sanctioned,24-08-2023,Number
Telangana,Rangareddy,Rangareddy,Lok Sabha,MP,MP_Telangana_05,789281.74,21-12-2022,Drinking Water Facility,TS-MPLADS-0323,Education Department,Completed,30-06-2022,Number
Telangana,Sangareddy,Sangareddy,Lok Sabha,MP,MP_Telangana_09,827746.06,13-01-2022,Drinking Water Facility,TS-MPLADS-0324,Water Supply Department,Completed,10-10-2021,Number
Telangana,Siddipet,Siddipet,Lok Sabha,MP,MP_Telangana_10,672267.1,31-12-2023,Bus Shelter,TS-MPLADS-0325,Education Department,Under Execution,15-08-2023,Number
Telangana,Suryapet,Suryapet,Lok Sabha,MP,MP_Telangana_08,1846347.29,05-06-2025,Health Centre Improvement,TS-MPLADS-0326,Local Body,Completed,26-04-2025,Number
Telangana,Vikarabad,Vikarabad,Lok Sabha,MP,MP_Telangana_05,569737.89,28-10-2025,Public Toilet,TS-MPLADS-0327,Local Body,Sanctioned,27-05-2025,Number
Telangana,Wanaparthy,Wanaparthy,Lok Sabha,MP,MP_Telangana_01,2644520.38,02-05-2021,Health Centre Improvement,TS-MPLADS-0328,Local Body,Sanctioned,08-01-2021,Number
Telangana,Warangal,Warangal,Lok Sabha,MP,MP_Telangana_09,327459.68,23-04-2021,Road Improvement,TS-MPLADS-0329,Municipal Administration,In Progress,15-02-2021,Km
Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Lok Sabha,MP,MP_Telangana_01,1309935.32,28-05-2023,School Building Repair,TS-MPLADS-0330,Local Body,In Progress,03-03-2023,Number
Telangana,Adilabad,Adilabad,Lok Sabha,MP,MP_Telangana_05,1334384.14,30-07-2025,Library Building,TS-MPLADS-0331,Rural Development Agency,In Progress,02-02-2025,Number
Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem,Lok Sabha,MP,MP_Telangana_10,237315.11,23-12-2021,Public Toilet,TS-MPLADS-0332,Municipal Administration,Sanctioned,01-10-2021,Number
Telangana,Hanamkonda,Hanamkonda,Lok Sabha,MP,MP_Telangana_12,952015.13,23-07-2025,School Building Repair,TS-MPLADS-0333,Water Supply Department,Completed,30-06-2025,Number
Telangana,Hyderabad,Hyderabad,Lok Sabha,MP,MP_Telangana_11,723195.53,29-03-2024,Health Centre Improvement,TS-MPLADS-0334,Public Works Department,Under Execution,08-10-2023,Number
Telangana,Jagtial,Jagtial,Lok Sabha,MP,MP_Telangana_07,377717.58,20-05-2023,Drainage Improvement,TS-MPLADS-0335,Health Department,Sanctioned,30-03-2023,Meter
Telangana,Jangaon,Jangaon,Lok Sabha,MP,MP_Telangana_05,1328209.66,10-06-2023,Health Centre Improvement,TS-MPLADS-0336,Municipal Administration,Completed,24-12-2022,Number
Telangana,Jayashankar Bhupalpally,Jayashankar Bhupalpally,Lok Sabha,MP,MP_Telangana_11,1151866.77,30-10-2024,Library Building,TS-MPLADS-0337,Health Department,In Progress,13-09-2024,Number
Telangana,Jogulamba Gadwal,Jogulamba Gadwal,Lok Sabha,MP,MP_Telangana_01,798468.78,16-02-2025,Bus Shelter,TS-MPLADS-0338,Education Department,In Progress,26-01-2025,Number
Telangana,Kamareddy,Kamareddy,Lok Sabha,MP,MP_Telangana_02,493077.17,05-07-2024,Street Lighting,TS-MPLADS-0339,Rural Development Agency,In Progress,19-03-2024,Number
Telangana,Karimnagar,Karimnagar,Lok Sabha,MP,MP_Telangana_01,982100.39,21-12-2023,Bus Shelter,TS-MPLADS-0340,Local Body,Sanctioned,18-11-2023,Number
Telangana,Khammam,Khammam,Lok Sabha,MP,MP_Telangana_02,1944831.27,27-03-2022,Health Centre Improvement,TS-MPLADS-0341,Public Works Department,In Progress,31-12-2021,Number
Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad,Lok Sabha,MP,MP_Telangana_12,2747864.69,19-09-2021,Community Hall,TS-MPLADS-0342,Municipal Administration,Under Execution,14-06-2021,Number
Telangana,Mahabubabad,Mahabubabad,Lok Sabha,MP,MP_Telangana_01,755356.98,04-09-2025,Street Lighting,TS-MPLADS-0343,Local Body,Under Execution,15-07-2025,Number
Telangana,Mahabubnagar,Mahabubnagar,Lok Sabha,MP,MP_Telangana_06,1161519.13,24-02-2024,Library Building,TS-MPLADS-0344,District Panchayat,Completed,15-12-2023,Number
Telangana,Mancherial,Mancherial,Lok Sabha,MP,MP_Telangana_12,2693299.72,08-09-2023,School Building Repair,TS-MPLADS-0345,Health Department,Completed,28-06-2023,Number
Telangana,Medak,Medak,Lok Sabha,MP,MP_Telangana_04,1155023.57,25-07-2024,School Building Repair,TS-MPLADS-0346,Public Works Department,Completed,14-04-2024,Number
Telangana,Medchal-Malkajgiri,Medchal-Malkajgiri,Lok Sabha,MP,MP_Telangana_11,6335610.12,26-09-2025,Drinking Water Facility,TS-MPLADS-0347,Rural Development Agency,Under Execution,10-05-2025,Number
Telangana,Mulugu,Mulugu,Lok Sabha,MP,MP_Telangana_07,1256058.02,01-02-2022,Health Centre Improvement,TS-MPLADS-0348,Water Supply Department,Sanctioned,22-09-2021,Number
Telangana,Nagarkurnool,Nagarkurnool,Lok Sabha,MP,MP_Telangana_06,964673.15,31-03-2023,Bus Shelter,TS-MPLADS-0349,Municipal Administration,Under Execution,07-11-2022,Number
Telangana,Nalgonda,Nalgonda,Lok Sabha,MP,MP_Telangana_03,1369236.5,04-11-2022,School Building Repair,TS-MPLADS-0350,Municipal Administration,Under Execution,13-06-2022,Number
Telangana,Narayanpet,Narayanpet,Lok Sabha,MP,MP_Telangana_11,3497846.23,12-10-2021,Community Hall,TS-MPLADS-0351,Education Department,Under Execution,10-06-2021,Number
Telangana,Nirmal,Nirmal,Lok Sabha,MP,MP_Telangana_11,1425390.48,10-11-2025,Community Hall,TS-MPLADS-0352,Health Department,Completed,18-07-2025,Number
Telangana,Nizamabad,Nizamabad,Lok Sabha,MP,MP_Telangana_07,1596009.72,14-11-2024,Health Centre Improvement,TS-MPLADS-0353,Local Body,Under Execution,14-09-2024,Number
Telangana,Peddapalli,Peddapalli,Lok Sabha,MP,MP_Telangana_09,439926.47,03-10-2025,School Building Repair,TS-MPLADS-0354,Public Works Department,In Progress,11-07-2025,Number
Telangana,Rajanna Sircilla,Rajanna Sircilla,Lok Sabha,MP,MP_Telangana_05,1033513.4,15-12-2022,Library Building,TS-MPLADS-0355,Rural Development Agency,Completed,19-10-2022,Number
Telangana,Rangareddy,Rangareddy,Lok Sabha,MP,MP_Telangana_10,508030.82,26-08-2021,Bus Shelter,TS-MPLADS-0356,Municipal Administration,Under Execution,12-05-2021,Number
Telangana,Sangareddy,Sangareddy,Lok Sabha,MP,MP_Telangana_01,1175594.96,01-12-2023,Library Building,TS-MPLADS-0357,Water Supply Department,Completed,07-11-2023,Number
Telangana,Siddipet,Siddipet,Lok Sabha,MP,MP_Telangana_03,1125746.77,13-12-2025,School Building Repair,TS-MPLADS-0358,Health Department,Under Execution,17-07-2025,Number
Telangana,Suryapet,Suryapet,Lok Sabha,MP,MP_Telangana_03,892798.23,05-08-2025,Library Building,TS-MPLADS-0359,District Panchayat,Completed,20-07-2025,Number
Telangana,Vikarabad,Vikarabad,Lok Sabha,MP,MP_Telangana_03,1912860.61,23-05-2021,Health Centre Improvement,TS-MPLADS-0360,District Panchayat,Under Execution,18-04-2021,Number
Telangana,Wanaparthy,Wanaparthy,Lok Sabha,MP,MP_Telangana_08,1436114.91,02-11-2023,School Building Repair,TS-MPLADS-0361,Education Department,Under Execution,03-07-2023,Number
Telangana,Warangal,Warangal,Lok Sabha,MP,MP_Telangana_11,1554770.68,16-03-2024,Library Building,TS-MPLADS-0362,Municipal Administration,In Progress,17-11-2023,Number
Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Lok Sabha,MP,MP_Telangana_03,3542073.64,01-09-2021,Community Hall,TS-MPLADS-0363,Education Department,Under Execution,03-06-2021,Number
Telangana,Adilabad,Adilabad,Lok Sabha,MP,MP_Telangana_10,929328.41,10-12-2022,Library Building,TS-MPLADS-0364,Public Works Department,Completed,06-10-2022,Number
Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem,Lok Sabha,MP,MP_Telangana_08,363435.86,10-08-2022,Public Toilet,TS-MPLADS-0365,Municipal Administration,In Progress,30-06-2022,Number
Telangana,Hanamkonda,Hanamkonda,Lok Sabha,MP,MP_Telangana_09,1298129.81,13-06-2022,Library Building,TS-MPLADS-0366,Health Department,Under Execution,24-01-2022,Number
Telangana,Hyderabad,Hyderabad,Lok Sabha,MP,MP_Telangana_02,394914.07,14-04-2022,Bus Shelter,TS-MPLADS-0367,Education Department,Sanctioned,16-11-2021,Number
Telangana,Jagtial,Jagtial,Lok Sabha,MP,MP_Telangana_06,248791.14,30-10-2023,Road Improvement,TS-MPLADS-0368,Rural Development Agency,In Progress,14-05-2023,Km
Telangana,Jangaon,Jangaon,Lok Sabha,MP,MP_Telangana_06,1021065.38,06-09-2023,Drainage Improvement,TS-MPLADS-0369,Health Department,Sanctioned,24-03-2023,Meter
Telangana,Jayashankar Bhupalpally,Jayashankar Bhupalpally,Lok Sabha,MP,MP_Telangana_08,1328214.68,04-06-2022,School Building Repair,TS-MPLADS-0370,Education Department,Under Execution,23-01-2022,Number
Telangana,Jogulamba Gadwal,Jogulamba Gadwal,Lok Sabha,MP,MP_Telangana_11,568757.0,11-06-2023,Road Improvement,TS-MPLADS-0371,Health Department,Completed,09-03-2023,Km
Telangana,Kamareddy,Kamareddy,Lok Sabha,MP,MP_Telangana_08,870806.53,10-03-2025,Library Building,TS-MPLADS-0372,Local Body,In Progress,29-10-2024,Number
Telangana,Karimnagar,Karimnagar,Lok Sabha,MP,MP_Telangana_11,619361.77,01-02-2024,Street Lighting,TS-MPLADS-0373,District Panchayat,In Progress,21-12-2023,Number
Telangana,Khammam,Khammam,Lok Sabha,MP,MP_Telangana_09,465594.83,22-06-2024,Street Lighting,TS-MPLADS-0374,Health Department,In Progress,01-02-2024,Number
Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad,Lok Sabha,MP,MP_Telangana_10,912770.55,19-04-2023,Drainage Improvement,TS-MPLADS-0375,Rural Development Agency,Sanctioned,24-12-2022,Meter
Telangana,Mahabubabad,Mahabubabad,Lok Sabha,MP,MP_Telangana_03,2262378.72,01-06-2023,Street Lighting,TS-MPLADS-0376,District Panchayat,Completed,21-02-2023,Number
Telangana,Mahabubnagar,Mahabubnagar,Lok Sabha,MP,MP_Telangana_08,362660.29,15-02-2022,Drinking Water Facility,TS-MPLADS-0377,Municipal Administration,Under Execution,04-12-2021,Number
Telangana,Mancherial,Mancherial,Lok Sabha,MP,MP_Telangana_02,420347.63,23-07-2022,Bus Shelter,TS-MPLADS-0378,Water Supply Department,Completed,09-04-2022,Number
Telangana,Medak,Medak,Lok Sabha,MP,MP_Telangana_04,1461526.05,18-02-2022,School Building Repair,TS-MPLADS-0379,Municipal Administration,Under Execution,03-12-2021,Number
Telangana,Medchal-Malkajgiri,Medchal-Malkajgiri,Lok Sabha,MP,MP_Telangana_09,527294.98,26-11-2025,Bus Shelter,TS-MPLADS-0380,Water Supply Department,In Progress,16-07-2024,Number
Telangana,Mulugu,Mulugu,Lok Sabha,MP,MP_Telangana_02,745190.34,18-08-2023,Bus Shelter,TS-MPLADS-0381,Municipal Administration,In Progress,25-03-2023,Number
Telangana,Nagarkurnool,Nagarkurnool,Lok Sabha,MP,MP_Telangana_07,549778.94,13-12-2021,Drinking Water Facility,TS-MPLADS-0382,Municipal Administration,Completed,05-08-2021,Number
Telangana,Nalgonda,Nalgonda,Lok Sabha,MP,MP_Telangana_10,401175.8,18-05-2023,Street Lighting,TS-MPLADS-0383,Rural Development Agency,Under Execution,29-03-2023,Number
Telangana,Narayanpet,Narayanpet,Lok Sabha,MP,MP_Telangana_10,964360.94,27-04-2023,School Building Repair,TS-MPLADS-0384,District Panchayat,In Progress,02-02-2023,Number
Telangana,Nirmal,Nirmal,Lok Sabha,MP,MP_Telangana_06,2976781.06,15-12-2021,Community Hall,TS-MPLADS-0385,Health Department,Completed,27-10-2021,Number
Telangana,Nizamabad,Nizamabad,Lok Sabha,MP,MP_Telangana_04,1571116.3,10-08-2024,Health Centre Improvement,TS-MPLADS-0386,District Panchayat,Completed,02-07-2024,Number
Telangana,Peddapalli,Peddapalli,Lok Sabha,MP,MP_Telangana_04,347918.06,25-05-2023,Road Improvement,TS-MPLADS-0387,District Panchayat,Completed,16-01-2023,Km
Telangana,Rajanna Sircilla,Rajanna Sircilla,Lok Sabha,MP,MP_Telangana_12,1424539.1,10-08-2024,Drainage Improvement,TS-MPLADS-0388,Health Department,Sanctioned,21-07-2024,Meter
Telangana,Rangareddy,Rangareddy,Lok Sabha,MP,MP_Telangana_12,267386.11,10-05-2025,Road Improvement,TS-MPLADS-0389,Public Works Department,Under Execution,14-01-2025,Km
Telangana,Sangareddy,Sangareddy,Lok Sabha,MP,MP_Telangana_10,1458790.49,28-06-2025,Library Building,TS-MPLADS-0390,Water Supply Department,Completed,25-03-2025,Number
Telangana,Siddipet,Siddipet,Lok Sabha,MP,MP_Telangana_06,868813.85,15-05-2021,Bus Shelter,TS-MPLADS-0391,Public Works Department,In Progress,27-01-2021,Number
Telangana,Suryapet,Suryapet,Lok Sabha,MP,MP_Telangana_07,399111.1,10-01-2024,Street Lighting,TS-MPLADS-0392,Local Body,Completed,24-08-2023,Number
Telangana,Vikarabad,Vikarabad,Lok Sabha,MP,MP_Telangana_10,387807.33,02-03-2022,Bus Shelter,TS-MPLADS-0393,Water Supply Department,Under Execution,18-01-2022,Number
Telangana,Wanaparthy,Wanaparthy,Lok Sabha,MP,MP_Telangana_11,670873.78,22-02-2025,Public Toilet,TS-MPLADS-0394,Municipal Administration,In Progress,23-01-2025,Number
Telangana,Warangal,Warangal,Lok Sabha,MP,MP_Telangana_08,644354.95,28-08-2022,Bus Shelter,TS-MPLADS-0395,Public Works Department,In Progress,01-04-2022,Number
Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Lok Sabha,MP,MP_Telangana_04,1722700.81,27-11-2023,Health Centre Improvement,TS-MPLADS-0396,Municipal Administration,Completed,05-08-2023,Number
Telangana,Adilabad,Adilabad,Lok Sabha,MP,MP_Telangana_12,615950.11,03-08-2021,Bus Shelter,TS-MPLADS-0397,Rural Development Agency,Under Execution,09-04-2021,Number
Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem,Lok Sabha,MP,MP_Telangana_03,917008.71,06-07-2024,Road Improvement,TS-MPLADS-0398,Municipal Administration,Under Execution,04-03-2024,Km
Telangana,Hanamkonda,Hanamkonda,Lok Sabha,MP,MP_Telangana_11,1575288.79,09-09-2022,Health Centre Improvement,TS-MPLADS-0399,District Panchayat,Sanctioned,27-03-2022,Number
Telangana,Hyderabad,Hyderabad,Lok Sabha,MP,MP_Telangana_03,1201151.28,05-01-2025,Health Centre Improvement,TS-MPLADS-0400,District Panchayat,Under Execution,16-10-2024,Number
Telangana,Jagtial,Jagtial,Lok Sabha,MP,MP_Telangana_06,516414.82,05-04-2022,Drainage Improvement,TS-MPLADS-0401,Health Department,In Progress,26-03-2022,Meter
Telangana,Jangaon,Jangaon,Lok Sabha,MP,MP_Telangana_10,696837.17,02-12-2024,Bus Shelter,TS-MPLADS-0402,Health Department,Under Execution,11-08-2024,Number
Telangana,Jayashankar Bhupalpally,Jayashankar Bhupalpally,Lok Sabha,MP,MP_Telangana_01,1433434.51,03-05-2022,Library Building,TS-MPLADS-0403,District Panchayat,Under Execution,29-12-2021,Number
Telangana,Jogulamba Gadwal,Jogulamba Gadwal,Lok Sabha,MP,MP_Telangana_03,947849.96,21-04-2021,Library Building,TS-MPLADS-0404,Health Department,Under Execution,07-03-2021,Number
Telangana,Kamareddy,Kamareddy,Lok Sabha,MP,MP_Telangana_05,396930.26,04-07-2021,Bus Shelter,TS-MPLADS-0405,Municipal Administration,In Progress,01-06-2021,Number
Telangana,Karimnagar,Karimnagar,Lok Sabha,MP,MP_Telangana_03,1023150.72,27-12-2021,School Building Repair,TS-MPLADS-0406,Public Works Department,In Progress,18-11-2021,Number
Telangana,Khammam,Khammam,Lok Sabha,MP,MP_Telangana_08,542250.63,14-04-2025,Bus Shelter,TS-MPLADS-0407,Municipal Administration,Under Execution,05-01-2025,Number
Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad,Lok Sabha,MP,MP_Telangana_05,2717740.97,01-04-2023,Community Hall,TS-MPLADS-0408,Rural Development Agency,Completed,02-12-2022,Number
Telangana,Mahabubabad,Mahabubabad,Lok Sabha,MP,MP_Telangana_10,2229788.07,18-06-2024,Health Centre Improvement,TS-MPLADS-0409,Public Works Department,In Progress,25-05-2024,Number
Telangana,Mahabubnagar,Mahabubnagar,Lok Sabha,MP,MP_Telangana_03,4021412.12,15-01-2022,Community Hall,TS-MPLADS-0410,Municipal Administration,In Progress,07-12-2021,Number
Telangana,Mancherial,Mancherial,Lok Sabha,MP,MP_Telangana_11,2185753.04,30-10-2024,Community Hall,TS-MPLADS-0411,Health Department,In Progress,15-09-2024,Number
Telangana,Medak,Medak,Lok Sabha,MP,MP_Telangana_04,513945.71,12-05-2022,Public Toilet,TS-MPLADS-0412,Rural Development Agency,Under Execution,12-04-2022,Number
Telangana,Medchal-Malkajgiri,Medchal-Malkajgiri,Lok Sabha,MP,MP_Telangana_03,483209.08,02-05-2023,Drainage Improvement,TS-MPLADS-0413,Health Department,In Progress,15-11-2022,Meter
Telangana,Mulugu,Mulugu,Lok Sabha,MP,MP_Telangana_02,1219714.33,25-03-2021,School Building Repair,TS-MPLADS-0414,Public Works Department,Under Execution,01-03-2021,Number
Telangana,Nagarkurnool,Nagarkurnool,Lok Sabha,MP,MP_Telangana_12,3715484.3,11-03-2022,Community Hall,TS-MPLADS-0415,Municipal Administration,Under Execution,25-12-2021,Number
Telangana,Nalgonda,Nalgonda,Lok Sabha,MP,MP_Telangana_01,1020783.26,01-05-2022,Road Improvement,TS-MPLADS-0416,Education Department,In Progress,23-01-2022,Km
Telangana,Narayanpet,Narayanpet,Lok Sabha,MP,MP_Telangana_10,695838.14,28-02-2024,Road Improvement,TS-MPLADS-0417,Rural Development Agency,Under Execution,19-11-2023,Km
Telangana,Nirmal,Nirmal,Lok Sabha,MP,MP_Telangana_09,3515308.92,12-06-2025,Community Hall,TS-MPLADS-0418,Rural Development Agency,Under Execution,15-05-2025,Number
Telangana,Nizamabad,Nizamabad,Lok Sabha,MP,MP_Telangana_09,2981294.99,10-12-2023,Community Hall,TS-MPLADS-0419,Municipal Administration,Sanctioned,16-06-2023,Number
Telangana,Peddapalli,Peddapalli,Lok Sabha,MP,MP_Telangana_02,296596.03,26-07-2022,Public Toilet,TS-MPLADS-0420,District Panchayat,Sanctioned,05-05-2022,Number
Telangana,Rajanna Sircilla,Rajanna Sircilla,Lok Sabha,MP,MP_Telangana_07,469692.76,12-08-2023,Public Toilet,TS-MPLADS-0421,Water Supply Department,Under Execution,09-05-2023,Number
Telangana,Rangareddy,Rangareddy,Lok Sabha,MP,MP_Telangana_03,1809714.41,25-08-2025,Health Centre Improvement,TS-MPLADS-0422,District Panchayat,Sanctioned,02-04-2025,Number
Telangana,Sangareddy,Sangareddy,Lok Sabha,MP,MP_Telangana_03,1374771.49,01-11-2023,School Building Repair,TS-MPLADS-0423,Public Works Department,Under Execution,09-06-2023,Number
Telangana,Siddipet,Siddipet,Lok Sabha,MP,MP_Telangana_12,1614068.78,07-10-2024,Road Improvement,TS-MPLADS-0424,Public Works Department,In Progress,12-05-2024,Km
Telangana,Suryapet,Suryapet,Lok Sabha,MP,MP_Telangana_06,1213905.47,21-04-2024,Drinking Water Facility,TS-MPLADS-0425,Municipal Administration,Completed,21-12-2023,Number
Telangana,Vikarabad,Vikarabad,Lok Sabha,MP,MP_Telangana_11,993346.27,27-03-2023,Drainage Improvement,TS-MPLADS-0426,Education Department,Under Execution,03-12-2022,Meter
Telangana,Wanaparthy,Wanaparthy,Lok Sabha,MP,MP_Telangana_12,524214.69,03-02-2023,Public Toilet,TS-MPLADS-0427,Water Supply Department,In Progress,13-10-2022,Number
Telangana,Warangal,Warangal,Lok Sabha,MP,MP_Telangana_05,1696059.65,16-09-2024,School Building Repair,TS-MPLADS-0428,District Panchayat,Sanctioned,02-08-2024,Number
Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Lok Sabha,MP,MP_Telangana_01,887125.18,01-05-2025,Health Centre Improvement,TS-MPLADS-0429,Local Body,Sanctioned,11-11-2024,Number
